contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status
CTR03751,SUP0043,0.7,Sustainment,2020-06-10,15,completed
CTR03752,SUP0489,1.07,Production,2020-06-22,42,active
CTR03753,SUP0426,2.61,Production,2023-11-23,32,terminated
CTR03754,SUP0366,0.41,Sustainment,2023-07-10,18,active
CTR03755,SUP0174,7.09,R&D,2024-04-20,46,active
CTR03756,SUP0091,1.24,R&D,2024-12-01,7,completed
CTR03757,SUP0187,0.62,Production,2023-10-26,55,delayed
CTR03758,SUP0393,3.94,R&D,2023-08-21,26,delayed
CTR03759,SUP0415,0.14,Sustainment,2023-03-03,38,terminated
CTR03760,SUP0449,3.39,Tech Services,2020-09-01,29,terminated
CTR03761,SUP0486,4.19,Sustainment,2021-05-15,58,terminated
CTR03762,SUP0325,0.85,Production,2023-10-23,49,terminated
CTR03763,SUP0442,0.15,Production,2025-02-01,47,active
CTR03764,SUP0122,1.58,Production,2020-08-24,39,active
CTR03765,SUP0345,0.36,R&D,2025-03-28,14,delayed
CTR03766,SUP0183,0.43,Sustainment,2022-05-26,7,active
CTR03767,SUP0307,1.03,Tech Services,2023-08-27,35,delayed
CTR03768,SUP0271,1.23,Sustainment,2021-05-26,27,delayed
CTR03769,SUP0314,2.64,Tech Services,2020-08-13,51,delayed
CTR03770,SUP0106,3.97,Sustainment,2025-01-04,16,delayed
CTR03771,SUP0106,3.14,Production,2022-08-16,48,completed
CTR03772,SUP0086,0.56,Tech Services,2022-03-04,22,delayed
CTR03773,SUP0041,0.66,Sustainment,2020-07-14,41,active
CTR03774,SUP0079,7.39,R&D,2023-04-13,18,active
CTR03775,SUP0073,2.86,R&D,2021-11-01,12,active
CTR03776,SUP0358,7.14,Sustainment,2020-10-09,21,active
CTR03777,SUP0413,1.63,Production,2020-12-04,38,completed
CTR03778,SUP0217,3.34,Tech Services,2022-05-29,50,terminated
CTR03779,SUP0209,2.6,Sustainment,2021-04-28,6,terminated
CTR03780,SUP0366,1.35,R&D,2024-10-01,16,delayed
CTR03781,SUP0203,2.22,Tech Services,2020-09-03,11,delayed
CTR03782,SUP0191,2.44,R&D,2024-12-26,25,active
CTR03783,SUP0211,0.78,R&D,2021-11-14,40,active
CTR03784,SUP0397,1.32,Sustainment,2021-08-13,49,terminated
CTR03785,SUP0141,5.49,R&D,2022-09-10,42,terminated
CTR03786,SUP0488,8.66,Tech Services,2022-03-06,46,active
CTR03787,SUP0060,1.56,Production,2020-12-18,31,delayed
CTR03788,SUP0237,1.28,Sustainment,2023-01-05,17,completed
CTR03789,SUP0257,0.76,Tech Services,2021-11-30,35,completed
CTR03790,SUP0132,3.97,Sustainment,2021-07-19,33,terminated
CTR03791,SUP0489,1.37,R&D,2022-02-21,32,terminated
CTR03792,SUP0095,15.41,R&D,2022-04-11,47,terminated
CTR03793,SUP0346,1.38,Tech Services,2024-08-12,24,completed
CTR03794,SUP0137,1.75,Tech Services,2022-10-31,10,completed
CTR03795,SUP0223,3.24,Production,2024-04-30,10,active
CTR03796,SUP0083,5.66,Tech Services,2024-10-22,46,delayed
CTR03797,SUP0294,2.22,Tech Services,2024-06-07,32,terminated
CTR03798,SUP0367,1.92,Sustainment,2020-06-17,33,active
CTR03799,SUP0326,19.02,R&D,2025-04-12,31,completed
CTR03800,SUP0052,0.04,Tech Services,2021-09-09,32,active
CTR03801,SUP0445,7.89,Production,2023-10-27,57,completed
CTR03802,SUP0319,0.57,Tech Services,2021-03-23,54,delayed
CTR03803,SUP0264,5.4,R&D,2020-09-15,47,completed
CTR03804,SUP0384,3.37,Tech Services,2020-07-29,26,active
CTR03805,SUP0081,1.46,Sustainment,2021-09-10,6,delayed
CTR03806,SUP0026,7.25,R&D,2023-12-08,59,completed
CTR03807,SUP0469,0.05,Tech Services,2021-11-13,33,terminated
CTR03808,SUP0448,0.9,Sustainment,2025-02-22,53,completed
CTR03809,SUP0138,2.93,R&D,2022-11-01,20,delayed
CTR03810,SUP0390,1.52,Tech Services,2021-06-12,22,active
CTR03811,SUP0095,3.3,Sustainment,2021-07-28,31,delayed
CTR03812,SUP0024,0.09,Production,2023-07-03,25,active
CTR03813,SUP0042,0.43,Sustainment,2025-01-14,30,completed
CTR03814,SUP0251,0.48,Production,2022-04-23,18,completed
CTR03815,SUP0132,0.73,Tech Services,2022-03-06,38,delayed
CTR03816,SUP0093,2.15,Sustainment,2021-05-15,30,terminated
CTR03817,SUP0469,4.88,Production,2021-06-17,13,completed
CTR03818,SUP0243,8.26,R&D,2021-07-24,10,terminated
CTR03819,SUP0042,6.31,Sustainment,2021-07-10,11,terminated
CTR03820,SUP0066,0.77,Tech Services,2021-08-10,28,delayed
CTR03821,SUP0122,2.04,R&D,2024-11-12,57,completed
CTR03822,SUP0237,0.78,Production,2024-03-30,35,terminated
CTR03823,SUP0491,1.08,Sustainment,2021-06-30,19,completed
CTR03824,SUP0050,2.45,Sustainment,2022-11-18,59,active
CTR03825,SUP0087,0.25,Tech Services,2023-01-03,28,terminated
CTR03826,SUP0262,0.86,R&D,2022-12-27,16,delayed
CTR03827,SUP0441,9.59,Sustainment,2024-09-09,36,delayed
CTR03828,SUP0292,2.2,Sustainment,2023-08-03,11,terminated
CTR03829,SUP0056,2.06,R&D,2024-04-13,16,completed
CTR03830,SUP0407,0.05,Sustainment,2024-10-03,18,active
CTR03831,SUP0485,0.99,R&D,2024-09-25,17,active
CTR03832,SUP0339,7.04,R&D,2024-10-16,59,delayed
CTR03833,SUP0206,0.63,R&D,2023-12-10,7,delayed
CTR03834,SUP0383,1.88,Tech Services,2021-07-26,58,completed
CTR03835,SUP0301,0.05,R&D,2023-08-29,40,delayed
CTR03836,SUP0440,2.28,R&D,2024-01-06,41,completed
CTR03837,SUP0167,0.07,Production,2022-04-17,22,terminated
CTR03838,SUP0247,5.99,Production,2023-04-26,33,active
CTR03839,SUP0428,6.1,Tech Services,2020-06-29,33,terminated
CTR03840,SUP0232,5.42,R&D,2022-11-01,27,delayed
CTR03841,SUP0295,1.17,Production,2023-11-05,43,active
CTR03842,SUP0205,6.35,Production,2022-06-23,12,active
CTR03843,SUP0158,2.74,Sustainment,2023-08-26,20,terminated
CTR03844,SUP0499,1.64,R&D,2021-02-14,37,completed
CTR03845,SUP0093,3.44,Production,2020-08-17,16,active
CTR03846,SUP0005,0.04,Tech Services,2024-03-02,29,completed
CTR03847,SUP0378,0.54,Sustainment,2022-07-29,8,terminated
CTR03848,SUP0008,4.75,Sustainment,2024-04-22,35,terminated
CTR03849,SUP0359,0.98,R&D,2024-03-01,11,completed
CTR03850,SUP0208,3.19,R&D,2023-08-27,7,terminated
CTR03851,SUP0210,1.7,Sustainment,2022-11-02,19,active
CTR03852,SUP0284,6.75,Tech Services,2024-09-08,46,terminated
CTR03853,SUP0276,10.66,R&D,2021-07-19,23,terminated
CTR03854,SUP0467,7.53,R&D,2021-03-08,56,active
CTR03855,SUP0199,1.1,Sustainment,2023-02-11,49,completed
CTR03856,SUP0192,0.76,Sustainment,2022-08-10,36,terminated
CTR03857,SUP0201,2.25,R&D,2024-07-05,18,completed
CTR03858,SUP0032,0.03,Production,2022-10-08,31,active
CTR03859,SUP0462,0.09,R&D,2022-11-30,49,completed
CTR03860,SUP0360,2.82,Production,2023-03-13,17,completed
CTR03861,SUP0158,2.57,Sustainment,2020-11-24,23,delayed
CTR03862,SUP0441,18.26,Production,2022-05-19,14,delayed
CTR03863,SUP0148,0.79,Tech Services,2021-02-28,54,terminated
CTR03864,SUP0140,1.04,Sustainment,2022-01-23,26,delayed
CTR03865,SUP0024,0.42,R&D,2022-11-19,53,delayed
CTR03866,SUP0051,8.73,R&D,2020-11-08,54,delayed
CTR03867,SUP0156,5.26,Sustainment,2024-12-30,58,completed
CTR03868,SUP0037,6.05,Sustainment,2021-05-07,45,completed
CTR03869,SUP0162,8.16,Tech Services,2023-10-19,48,delayed
CTR03870,SUP0063,2.6,Sustainment,2020-05-27,29,active
CTR03871,SUP0457,2.1,R&D,2020-11-06,39,delayed
CTR03872,SUP0133,1.4,Tech Services,2024-08-27,13,active
CTR03873,SUP0350,3.11,R&D,2024-05-22,49,completed
CTR03874,SUP0487,2.12,Production,2022-01-10,58,active
CTR03875,SUP0404,2.1,Sustainment,2021-12-08,38,completed
CTR03876,SUP0336,9.67,Production,2021-03-24,28,active
CTR03877,SUP0350,14.48,R&D,2024-11-30,18,completed
CTR03878,SUP0366,5.57,Production,2025-01-05,59,completed
CTR03879,SUP0070,4.95,Production,2023-10-24,58,delayed
CTR03880,SUP0279,3.99,R&D,2022-08-09,54,terminated
CTR03881,SUP0497,0.64,R&D,2025-01-30,19,terminated
CTR03882,SUP0254,0.21,Sustainment,2023-08-16,19,completed
CTR03883,SUP0191,4.11,Production,2021-04-15,21,delayed
CTR03884,SUP0136,4.57,Tech Services,2023-01-13,54,terminated
CTR03885,SUP0307,0.17,Tech Services,2024-10-31,43,terminated
CTR03886,SUP0383,9.21,R&D,2024-01-24,44,delayed
CTR03887,SUP0040,0.33,R&D,2023-08-23,31,delayed
CTR03888,SUP0020,1.18,Production,2022-03-10,31,terminated
CTR03889,SUP0008,3.91,R&D,2021-04-27,6,terminated
CTR03890,SUP0268,0.65,Tech Services,2023-01-14,37,active
CTR03891,SUP0182,0.2,Sustainment,2023-11-14,20,active
CTR03892,SUP0246,1.41,Sustainment,2021-01-02,57,completed
CTR03893,SUP0308,5.08,Production,2022-07-11,26,terminated
CTR03894,SUP0345,1.87,Sustainment,2020-11-04,23,delayed
CTR03895,SUP0332,3.7,R&D,2020-05-23,35,delayed
CTR03896,SUP0331,3.03,R&D,2024-08-18,18,terminated
CTR03897,SUP0152,0.08,R&D,2022-09-13,29,completed
CTR03898,SUP0294,15.64,R&D,2023-07-25,35,delayed
CTR03899,SUP0019,0.15,Production,2024-07-13,7,terminated
CTR03900,SUP0071,12.03,Sustainment,2021-09-17,24,terminated
CTR03901,SUP0119,2.79,Tech Services,2023-10-27,52,completed
CTR03902,SUP0101,11.55,Sustainment,2022-05-26,49,terminated
CTR03903,SUP0192,0.43,R&D,2020-05-26,52,delayed
CTR03904,SUP0258,2.36,Tech Services,2020-11-03,30,active
CTR03905,SUP0340,0.65,Production,2022-03-08,55,completed
CTR03906,SUP0033,0.18,R&D,2022-06-21,19,terminated
CTR03907,SUP0439,3.36,R&D,2024-04-06,11,completed
CTR03908,SUP0041,0.82,Tech Services,2022-09-28,17,terminated
CTR03909,SUP0487,3.1,Production,2022-09-25,25,active
CTR03910,SUP0218,0.42,Tech Services,2024-06-01,28,completed
CTR03911,SUP0154,1.41,Production,2021-10-28,35,terminated
CTR03912,SUP0281,5.33,R&D,2021-03-06,35,active
CTR03913,SUP0367,2.01,Sustainment,2023-03-27,43,delayed
CTR03914,SUP0183,3.46,R&D,2024-02-21,35,terminated
CTR03915,SUP0303,3.65,Sustainment,2023-01-23,46,active
CTR03916,SUP0355,6.5,Sustainment,2024-07-21,35,active
CTR03917,SUP0234,1.38,Production,2021-12-30,41,completed
CTR03918,SUP0460,4.07,Tech Services,2024-01-01,54,terminated
CTR03919,SUP0068,11.41,Production,2025-04-27,39,delayed
CTR03920,SUP0483,4.59,R&D,2023-10-09,21,terminated
CTR03921,SUP0142,2.36,Tech Services,2020-10-27,29,active
CTR03922,SUP0030,3.49,Sustainment,2022-11-22,19,delayed
CTR03923,SUP0269,4.71,Sustainment,2023-06-11,31,active
CTR03924,SUP0488,3.32,R&D,2021-04-18,13,completed
CTR03925,SUP0417,0.06,Tech Services,2021-04-11,19,terminated
CTR03926,SUP0125,0.76,R&D,2024-11-03,36,active
CTR03927,SUP0132,5.82,R&D,2023-05-15,7,active
CTR03928,SUP0338,1.11,Production,2022-08-05,53,terminated
CTR03929,SUP0084,4.6,R&D,2022-02-27,9,delayed
CTR03930,SUP0239,1.63,Tech Services,2022-06-15,6,active
CTR03931,SUP0023,2.58,R&D,2023-05-01,25,terminated
CTR03932,SUP0240,0.25,Tech Services,2023-12-02,19,completed
CTR03933,SUP0109,0.7,Sustainment,2022-06-16,45,completed
CTR03934,SUP0082,11.03,R&D,2023-07-28,30,terminated
CTR03935,SUP0176,7.73,Tech Services,2024-03-24,30,active
CTR03936,SUP0449,3.7,Sustainment,2022-07-28,8,terminated
CTR03937,SUP0077,2.15,Tech Services,2022-05-16,10,terminated
CTR03938,SUP0074,3.94,Sustainment,2021-11-30,43,active
CTR03939,SUP0276,3.37,Production,2023-02-17,59,delayed
CTR03940,SUP0321,2.94,R&D,2023-02-02,31,delayed
CTR03941,SUP0384,0.21,R&D,2024-12-17,45,completed
CTR03942,SUP0389,3.51,Sustainment,2024-11-12,43,delayed
CTR03943,SUP0152,5.13,Production,2020-09-05,43,terminated
CTR03944,SUP0199,17.95,Tech Services,2022-11-13,9,active
CTR03945,SUP0163,0.04,Production,2023-10-15,12,completed
CTR03946,SUP0293,4.58,Tech Services,2020-08-15,35,delayed
CTR03947,SUP0219,2.97,Tech Services,2022-03-01,35,terminated
CTR03948,SUP0448,1.99,R&D,2024-12-14,24,completed
CTR03949,SUP0030,0.48,Sustainment,2020-07-17,44,active
CTR03950,SUP0412,1.84,R&D,2021-07-29,40,delayed
CTR03951,SUP0455,1.53,R&D,2022-01-04,45,terminated
CTR03952,SUP0178,1.26,R&D,2021-01-10,38,active
CTR03953,SUP0219,4.59,Tech Services,2021-11-01,38,terminated
CTR03954,SUP0355,4.22,R&D,2021-09-02,19,terminated
CTR03955,SUP0088,3.11,Tech Services,2021-12-06,43,terminated
CTR03956,SUP0414,9.77,Sustainment,2025-03-20,15,active
CTR03957,SUP0460,1.51,Tech Services,2023-09-21,33,completed
CTR03958,SUP0385,0.98,Tech Services,2020-12-26,19,terminated
CTR03959,SUP0121,3.73,Production,2020-09-28,41,completed
CTR03960,SUP0330,0.78,R&D,2020-09-15,43,completed
CTR03961,SUP0394,1.32,R&D,2023-11-10,21,delayed
CTR03962,SUP0280,0.89,R&D,2025-03-18,26,delayed
CTR03963,SUP0306,0.25,R&D,2022-12-23,33,completed
CTR03964,SUP0398,6.15,Production,2021-10-14,38,delayed
CTR03965,SUP0359,1.03,Production,2024-10-04,11,delayed
CTR03966,SUP0249,2.24,Production,2022-03-08,46,completed
CTR03967,SUP0339,0.15,Production,2020-08-12,20,active
CTR03968,SUP0031,4.21,R&D,2022-11-04,49,delayed
CTR03969,SUP0224,1.4,Tech Services,2020-12-31,8,delayed
CTR03970,SUP0102,4.78,Sustainment,2023-05-30,48,active
CTR03971,SUP0498,1.86,Production,2021-03-17,52,active
CTR03972,SUP0470,0.76,Tech Services,2023-07-23,40,active
CTR03973,SUP0211,2.52,Production,2021-02-01,19,completed
CTR03974,SUP0189,0.49,R&D,2021-11-04,7,active
CTR03975,SUP0339,2.03,R&D,2024-01-21,34,completed
CTR03976,SUP0114,1.34,Tech Services,2021-03-22,9,terminated
CTR03977,SUP0122,8.5,Tech Services,2021-02-14,31,terminated
CTR03978,SUP0462,0.22,Tech Services,2021-05-06,56,active
CTR03979,SUP0075,4.14,R&D,2022-08-28,17,active
CTR03980,SUP0086,0.71,R&D,2021-12-29,7,terminated
CTR03981,SUP0333,1.34,Sustainment,2025-05-12,22,completed
CTR03982,SUP0377,1.88,Tech Services,2023-09-07,40,completed
CTR03983,SUP0179,8.35,Sustainment,2024-08-02,15,active
CTR03984,SUP0257,0.97,Production,2024-02-21,53,active
CTR03985,SUP0185,0.34,Sustainment,2021-07-28,27,active
CTR03986,SUP0189,1.34,Production,2022-06-28,46,terminated
CTR03987,SUP0053,0.39,Production,2025-02-10,48,delayed
CTR03988,SUP0327,0.48,Sustainment,2024-01-10,26,active
CTR03989,SUP0018,2.99,Tech Services,2023-08-31,20,completed
CTR03990,SUP0060,0.22,Production,2024-03-03,40,delayed
CTR03991,SUP0329,0.11,Tech Services,2023-07-23,53,completed
CTR03992,SUP0082,4.39,R&D,2024-03-17,26,delayed
CTR03993,SUP0268,1.57,Production,2020-08-05,26,terminated
CTR03994,SUP0026,0.47,R&D,2021-05-29,26,delayed
CTR03995,SUP0100,1.02,Sustainment,2020-08-29,49,completed
CTR03996,SUP0155,3.6,Tech Services,2024-05-04,37,delayed
CTR03997,SUP0412,1.13,Sustainment,2025-01-08,10,terminated
CTR03998,SUP0038,2.39,Production,2021-12-25,44,completed
CTR03999,SUP0088,0.45,R&D,2020-08-10,14,active
CTR04000,SUP0242,3.1,Production,2021-07-05,58,delayed
CTR04001,SUP0138,1.33,Sustainment,2022-06-16,23,completed
CTR04002,SUP0115,3.45,Tech Services,2020-06-16,26,delayed
CTR04003,SUP0351,5.78,Tech Services,2024-10-29,13,terminated
CTR04004,SUP0462,3.31,Production,2022-11-25,49,completed
CTR04005,SUP0488,1.23,Production,2023-07-26,57,active
CTR04006,SUP0280,1.03,R&D,2021-10-13,39,active
CTR04007,SUP0158,1.39,Sustainment,2025-03-15,15,delayed
CTR04008,SUP0181,0.63,Production,2021-10-24,56,terminated
CTR04009,SUP0054,0.7,R&D,2020-07-20,46,terminated
CTR04010,SUP0442,5.47,Production,2021-09-09,29,delayed
CTR04011,SUP0027,1.7,Tech Services,2022-08-20,45,completed
CTR04012,SUP0280,2.0,R&D,2023-01-19,29,completed
CTR04013,SUP0312,3.16,R&D,2020-08-05,37,delayed
CTR04014,SUP0042,3.12,Production,2022-11-26,38,completed
CTR04015,SUP0080,0.24,Sustainment,2020-09-20,43,completed
CTR04016,SUP0281,6.23,Tech Services,2020-09-23,49,completed
CTR04017,SUP0374,0.68,Sustainment,2023-12-04,56,delayed
CTR04018,SUP0075,4.49,R&D,2022-05-02,54,active
CTR04019,SUP0005,5.18,Sustainment,2024-03-06,39,terminated
CTR04020,SUP0224,4.39,R&D,2021-10-13,16,active
CTR04021,SUP0084,3.03,Sustainment,2021-09-12,36,completed
CTR04022,SUP0120,0.05,Production,2024-11-17,23,delayed
CTR04023,SUP0063,1.56,Sustainment,2021-05-30,28,terminated
CTR04024,SUP0232,3.25,R&D,2021-03-11,27,completed
CTR04025,SUP0144,1.72,Tech Services,2025-01-04,48,terminated
CTR04026,SUP0438,6.97,Tech Services,2025-05-05,23,terminated
CTR04027,SUP0384,1.29,Tech Services,2022-08-28,45,active
CTR04028,SUP0371,1.22,R&D,2024-04-16,52,completed
CTR04029,SUP0242,1.08,Sustainment,2024-12-20,46,terminated
CTR04030,SUP0210,1.42,Tech Services,2021-04-06,52,active
CTR04031,SUP0147,2.85,Tech Services,2023-08-01,44,delayed
CTR04032,SUP0084,4.3,Tech Services,2022-03-02,25,terminated
CTR04033,SUP0456,3.8,Production,2023-01-20,18,completed
CTR04034,SUP0494,5.77,R&D,2022-01-01,50,delayed
CTR04035,SUP0080,7.6,R&D,2021-06-02,6,terminated
CTR04036,SUP0417,5.93,R&D,2020-09-11,57,terminated
CTR04037,SUP0472,0.07,R&D,2023-03-23,9,completed
CTR04038,SUP0006,4.66,R&D,2024-12-29,29,terminated
CTR04039,SUP0152,0.82,Production,2025-03-31,41,completed
CTR04040,SUP0326,0.5,Sustainment,2025-02-25,41,completed
CTR04041,SUP0332,3.56,Production,2024-05-22,50,completed
CTR04042,SUP0493,1.35,Tech Services,2024-02-06,7,completed
CTR04043,SUP0162,0.21,Production,2024-08-30,33,terminated
CTR04044,SUP0360,0.52,R&D,2024-08-08,31,delayed
CTR04045,SUP0452,0.0,Production,2021-09-27,28,delayed
CTR04046,SUP0486,8.17,R&D,2021-12-07,20,active
CTR04047,SUP0491,0.09,Production,2020-05-23,41,completed
CTR04048,SUP0006,0.82,R&D,2024-08-01,32,terminated
CTR04049,SUP0109,1.88,Tech Services,2023-02-23,11,terminated
CTR04050,SUP0043,1.54,R&D,2022-05-09,40,active
CTR04051,SUP0453,8.5,Production,2022-12-02,44,delayed
CTR04052,SUP0284,0.14,Tech Services,2024-05-06,43,terminated
CTR04053,SUP0374,2.51,Production,2020-12-07,40,active
CTR04054,SUP0292,3.99,Tech Services,2022-11-05,41,delayed
CTR04055,SUP0327,9.39,Sustainment,2021-08-01,15,terminated
CTR04056,SUP0211,3.39,Sustainment,2025-01-21,35,completed
CTR04057,SUP0223,5.7,Sustainment,2023-06-17,58,active
CTR04058,SUP0221,0.31,Production,2021-01-05,46,terminated
CTR04059,SUP0123,1.71,Production,2021-04-11,43,active
CTR04060,SUP0012,1.64,Tech Services,2022-09-14,34,active
CTR04061,SUP0201,7.61,Tech Services,2023-04-12,57,active
CTR04062,SUP0258,0.57,Tech Services,2024-05-08,48,completed
CTR04063,SUP0438,0.58,Tech Services,2020-08-23,44,delayed
CTR04064,SUP0066,1.39,R&D,2021-01-24,55,delayed
CTR04065,SUP0019,0.2,Sustainment,2020-06-04,9,terminated
CTR04066,SUP0348,0.71,R&D,2022-05-10,10,completed
CTR04067,SUP0285,11.75,R&D,2021-06-03,9,delayed
CTR04068,SUP0101,1.96,R&D,2021-05-05,41,terminated
CTR04069,SUP0382,3.5,R&D,2021-06-20,50,terminated
CTR04070,SUP0125,4.53,Sustainment,2022-01-27,21,active
CTR04071,SUP0279,1.6,R&D,2023-03-20,30,completed
CTR04072,SUP0374,0.56,Tech Services,2025-05-01,19,delayed
CTR04073,SUP0015,0.81,Production,2023-12-18,16,completed
CTR04074,SUP0338,1.32,Tech Services,2025-04-02,34,completed
CTR04075,SUP0112,3.54,Production,2021-06-20,39,delayed
CTR04076,SUP0257,1.78,Tech Services,2022-03-09,27,delayed
CTR04077,SUP0312,0.02,Tech Services,2021-10-20,19,completed
CTR04078,SUP0173,2.59,Production,2021-07-21,29,terminated
CTR04079,SUP0159,8.91,Sustainment,2024-11-24,44,completed
CTR04080,SUP0208,5.85,R&D,2020-07-25,31,delayed
CTR04081,SUP0044,6.1,Tech Services,2023-11-16,48,completed
CTR04082,SUP0303,5.55,Sustainment,2024-05-15,41,delayed
CTR04083,SUP0407,1.37,R&D,2022-01-01,44,terminated
CTR04084,SUP0353,5.07,Sustainment,2023-03-12,21,completed
CTR04085,SUP0461,0.54,Sustainment,2024-11-10,43,terminated
CTR04086,SUP0264,3.75,R&D,2021-02-08,37,completed
CTR04087,SUP0053,3.59,Tech Services,2022-08-07,11,completed
CTR04088,SUP0282,0.09,Sustainment,2020-05-31,39,delayed
CTR04089,SUP0267,5.43,Tech Services,2024-01-22,13,active
CTR04090,SUP0128,8.17,Tech Services,2025-04-13,35,delayed
CTR04091,SUP0202,1.09,Tech Services,2020-11-20,32,completed
CTR04092,SUP0045,5.86,R&D,2022-10-16,12,active
CTR04093,SUP0464,0.3,Production,2024-09-16,32,active
CTR04094,SUP0307,3.21,Tech Services,2022-10-03,30,terminated
CTR04095,SUP0083,2.33,Production,2022-01-24,51,completed
CTR04096,SUP0372,2.76,Production,2021-11-23,46,delayed
CTR04097,SUP0296,9.12,Sustainment,2023-06-08,20,active
CTR04098,SUP0351,7.18,Tech Services,2020-05-23,30,active
CTR04099,SUP0236,5.38,Tech Services,2021-09-14,27,delayed
CTR04100,SUP0273,1.12,Tech Services,2022-07-05,23,delayed
CTR04101,SUP0324,8.5,Production,2021-11-27,17,active
CTR04102,SUP0488,0.36,R&D,2023-03-23,28,delayed
CTR04103,SUP0045,6.72,Production,2022-09-27,56,terminated
CTR04104,SUP0244,1.39,Tech Services,2022-06-06,50,active
CTR04105,SUP0387,0.19,Tech Services,2022-08-01,44,terminated
CTR04106,SUP0102,3.87,Tech Services,2024-02-01,30,completed
CTR04107,SUP0357,0.92,Production,2023-10-20,15,terminated
CTR04108,SUP0376,0.98,Tech Services,2022-10-31,35,delayed
CTR04109,SUP0166,1.28,Sustainment,2021-10-31,15,active
CTR04110,SUP0174,0.23,Tech Services,2021-10-16,39,terminated
CTR04111,SUP0486,0.68,R&D,2022-09-11,51,delayed
CTR04112,SUP0237,0.02,Sustainment,2020-09-07,18,delayed
CTR04113,SUP0135,2.06,Tech Services,2021-03-02,59,terminated
CTR04114,SUP0393,0.31,Sustainment,2023-02-02,34,active
CTR04115,SUP0310,4.02,Tech Services,2022-07-15,43,terminated
CTR04116,SUP0040,0.94,R&D,2025-03-27,46,completed
CTR04117,SUP0307,10.06,Tech Services,2024-07-01,50,terminated
CTR04118,SUP0383,7.17,Sustainment,2025-01-25,14,terminated
CTR04119,SUP0044,1.2,R&D,2022-08-11,18,active
CTR04120,SUP0212,5.35,Production,2020-06-05,42,terminated
CTR04121,SUP0162,5.69,R&D,2020-10-01,19,delayed
CTR04122,SUP0038,15.08,R&D,2023-06-19,42,active
CTR04123,SUP0114,3.19,R&D,2025-05-08,14,delayed
CTR04124,SUP0196,0.3,Sustainment,2022-04-20,13,active
CTR04125,SUP0307,3.64,R&D,2022-01-31,44,completed
CTR04126,SUP0284,3.43,Tech Services,2022-06-17,45,completed
CTR04127,SUP0219,3.56,R&D,2025-05-10,59,completed
CTR04128,SUP0042,1.28,R&D,2024-07-30,8,terminated
CTR04129,SUP0449,6.87,Tech Services,2020-06-01,52,completed
CTR04130,SUP0431,11.22,Tech Services,2020-10-07,45,active
CTR04131,SUP0183,0.86,Production,2021-08-07,38,completed
CTR04132,SUP0264,0.32,R&D,2021-12-09,37,active
CTR04133,SUP0459,0.76,Sustainment,2023-03-18,12,delayed
CTR04134,SUP0315,6.01,R&D,2024-12-09,24,terminated
CTR04135,SUP0051,3.95,R&D,2024-01-16,39,delayed
CTR04136,SUP0108,3.54,Tech Services,2022-11-26,19,delayed
CTR04137,SUP0116,1.8,Production,2023-11-20,55,completed
CTR04138,SUP0439,3.02,R&D,2025-03-16,52,completed
CTR04139,SUP0191,1.29,Sustainment,2020-10-26,51,completed
CTR04140,SUP0316,2.27,R&D,2024-12-25,24,delayed
CTR04141,SUP0428,5.51,Sustainment,2022-12-29,56,terminated
CTR04142,SUP0015,13.92,Tech Services,2022-12-15,59,terminated
CTR04143,SUP0376,9.43,Production,2024-10-24,31,delayed
CTR04144,SUP0479,9.51,R&D,2022-09-19,22,terminated
CTR04145,SUP0293,1.8,Production,2024-01-08,59,delayed
CTR04146,SUP0203,2.21,R&D,2021-08-17,33,delayed
CTR04147,SUP0481,4.28,Sustainment,2021-08-03,24,terminated
CTR04148,SUP0266,8.94,Production,2024-10-23,32,active
CTR04149,SUP0083,0.54,R&D,2023-08-12,53,active
CTR04150,SUP0321,1.27,Tech Services,2024-04-27,57,completed
CTR04151,SUP0220,0.52,Sustainment,2024-12-07,24,terminated
CTR04152,SUP0227,3.31,Production,2023-01-10,38,completed
CTR04153,SUP0011,1.28,R&D,2024-07-03,56,delayed
CTR04154,SUP0419,1.38,Production,2023-04-01,12,active
CTR04155,SUP0347,0.26,R&D,2023-01-18,34,terminated
CTR04156,SUP0126,1.51,Sustainment,2022-06-06,48,terminated
CTR04157,SUP0391,6.94,Tech Services,2020-07-19,10,terminated
CTR04158,SUP0393,0.93,Sustainment,2021-06-05,35,active
CTR04159,SUP0475,4.16,Production,2021-07-07,54,completed
CTR04160,SUP0391,3.48,Production,2021-10-19,48,active
CTR04161,SUP0379,6.97,R&D,2020-07-09,13,completed
CTR04162,SUP0376,0.5,Sustainment,2023-05-06,47,delayed
CTR04163,SUP0145,13.29,R&D,2022-12-18,17,delayed
CTR04164,SUP0413,3.06,Sustainment,2022-01-31,47,completed
CTR04165,SUP0381,18.89,Production,2020-07-25,18,delayed
CTR04166,SUP0407,8.49,R&D,2022-02-19,31,delayed
CTR04167,SUP0335,0.88,R&D,2022-09-24,23,terminated
CTR04168,SUP0154,0.2,Sustainment,2022-04-17,47,terminated
CTR04169,SUP0425,1.03,Tech Services,2023-08-15,56,active
CTR04170,SUP0336,2.62,Sustainment,2024-08-25,57,active
CTR04171,SUP0301,0.66,Tech Services,2022-12-16,54,active
CTR04172,SUP0105,0.64,Sustainment,2025-02-19,25,terminated
