contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status,supplier_name,past_contracts,average_delay_days,compliance_issues,delay_days,contract_age_days,contract_age_months,value_per_month,normalized_delay,normalized_compliance,risk_score,risk_level
CTR02853,SUP0393,6.03,Sustainment,2024-09-30,45,delayed,"Johnson, Hartman and Gibbs",6,42,2,35,246,8,0.134,0.08928571428571429,0.5,0.25357142857142856,Low
CTR02863,SUP0373,1.88,Sustainment,2024-06-03,30,delayed,Vasquez-Hodge,9,172,3,148,365,12,0.06266666666666666,0.59375,0.75,0.65625,Medium
CTR02879,SUP0137,11.97,R&D,2023-12-05,11,delayed,Brooks-Callahan,30,116,1,38,546,18,1.0881818181818181,0.10267857142857142,0.25,0.16160714285714287,Low
CTR02886,SUP0187,2.19,Tech Services,2023-06-21,42,delayed,Ramos-Anderson,9,16,3,125,713,23,0.052142857142857144,0.49107142857142855,0.75,0.5946428571428571,Medium
CTR02889,SUP0292,1.34,Production,2023-02-28,23,delayed,"Long, Bryant and Johns",3,140,1,195,826,27,0.058260869565217394,0.8035714285714286,0.25,0.5821428571428572,Medium
CTR02902,SUP0201,0.5,Production,2020-09-05,30,delayed,"Woodard, Turner and Hubbard",11,114,3,116,1732,57,0.016666666666666666,0.45089285714285715,0.75,0.5705357142857144,Medium
CTR02903,SUP0092,2.51,Tech Services,2025-02-09,58,delayed,Thompson-Richardson,16,100,2,218,114,3,0.04327586206896551,0.90625,0.5,0.7437499999999999,High
CTR02915,SUP0228,2.95,R&D,2021-04-07,7,delayed,"Ray, Jones and Patrick",24,144,4,92,1518,50,0.42142857142857143,0.34375,1.0,0.60625,Medium
CTR02924,SUP0229,6.91,R&D,2024-09-20,6,delayed,Smith Ltd,12,149,0,138,256,8,1.1516666666666666,0.5491071428571429,0.0,0.3294642857142857,Medium
CTR02940,SUP0248,4.82,R&D,2024-05-02,58,delayed,Santos-Buchanan,26,25,3,134,397,13,0.08310344827586208,0.53125,0.75,0.61875,Medium
CTR02949,SUP0066,4.05,R&D,2023-10-10,58,delayed,"Wilcox, Campbell and Davis",8,91,1,97,602,20,0.06982758620689655,0.36607142857142855,0.25,0.3196428571428571,Medium
CTR02951,SUP0088,0.66,Sustainment,2025-04-29,12,delayed,Sanchez Group,32,146,2,234,35,1,0.055,0.9776785714285714,0.5,0.7866071428571428,High
CTR02954,SUP0005,4.05,Sustainment,2023-08-16,45,delayed,"Liu, Jones and Jones",17,142,3,183,657,21,0.09,0.75,0.75,0.75,High
CTR02960,SUP0430,6.28,Sustainment,2023-10-28,42,delayed,Hernandez Inc,7,180,1,20,584,19,0.14952380952380953,0.022321428571428572,0.25,0.11339285714285714,Low
CTR02965,SUP0054,3.16,R&D,2024-05-29,33,delayed,Peterson PLC,25,188,1,229,370,12,0.09575757575757576,0.9553571428571429,0.25,0.6732142857142857,Medium
CTR02976,SUP0270,4.03,R&D,2025-02-17,14,delayed,Lewis-Johnson,29,66,4,136,106,3,0.28785714285714287,0.5401785714285714,1.0,0.7241071428571428,High
CTR02979,SUP0430,7.56,Production,2022-08-10,37,delayed,Hernandez Inc,7,180,1,163,1028,34,0.20432432432432432,0.6607142857142857,0.25,0.49642857142857144,Medium
CTR02990,SUP0289,2.0,R&D,2020-09-03,41,delayed,"Williams, Hodges and Perry",32,36,2,159,1734,57,0.04878048780487805,0.6428571428571429,0.5,0.5857142857142857,Medium
CTR02992,SUP0215,3.87,Sustainment,2020-12-11,19,delayed,Hurst-Mitchell,42,85,3,235,1635,54,0.2036842105263158,0.9821428571428571,0.75,0.8892857142857142,High
CTR03000,SUP0361,0.2,Production,2021-12-16,9,delayed,Alvarez-Silva,46,27,1,150,1265,42,0.022222222222222223,0.6026785714285714,0.25,0.4616071428571429,Medium
CTR03003,SUP0402,2.02,R&D,2023-07-05,40,delayed,Boyer-Wade,27,98,4,78,699,23,0.0505,0.28125,1.0,0.56875,Medium
CTR03005,SUP0275,14.77,Tech Services,2023-01-31,47,delayed,Proctor-Hunt,24,16,4,140,854,28,0.3142553191489362,0.5580357142857143,1.0,0.7348214285714285,High
CTR03011,SUP0391,3.49,Production,2021-01-12,19,delayed,Beck PLC,25,98,0,232,1603,53,0.1836842105263158,0.96875,0.0,0.5812499999999999,Medium
CTR03019,SUP0061,0.65,Production,2025-03-15,12,delayed,Little LLC,32,175,1,42,80,2,0.05416666666666667,0.12053571428571429,0.25,0.17232142857142857,Low
CTR03031,SUP0327,5.31,Tech Services,2023-12-23,26,delayed,Cross PLC,8,154,4,155,528,17,0.20423076923076922,0.625,1.0,0.775,High
CTR03033,SUP0488,1.31,R&D,2022-02-02,21,delayed,"Ellis, Hunt and Smith",16,43,4,27,1217,40,0.062380952380952384,0.05357142857142857,1.0,0.43214285714285716,Medium
CTR03037,SUP0153,2.04,Tech Services,2022-01-11,57,delayed,Jackson and Sons,24,189,3,180,1239,41,0.035789473684210524,0.7366071428571429,0.75,0.7419642857142859,High
CTR03044,SUP0215,1.49,Production,2023-10-24,7,delayed,Hurst-Mitchell,42,85,3,165,588,19,0.21285714285714286,0.6696428571428571,0.75,0.7017857142857142,High
CTR03052,SUP0390,5.07,Production,2024-08-02,58,delayed,Mack-Murillo,22,114,2,35,305,10,0.08741379310344828,0.08928571428571429,0.5,0.25357142857142856,Low
CTR03058,SUP0204,2.87,R&D,2021-01-16,46,delayed,Graham and Sons,19,45,4,77,1599,53,0.06239130434782609,0.2767857142857143,1.0,0.5660714285714286,Medium
CTR03059,SUP0483,4.07,R&D,2022-06-22,27,delayed,"Foster, Wheeler and Hutchinson",45,49,1,172,1077,35,0.15074074074074076,0.7008928571428571,0.25,0.5205357142857142,Medium
CTR03060,SUP0218,3.76,R&D,2024-02-03,37,delayed,"Park, Wise and Gonzalez",38,186,0,217,486,16,0.10162162162162161,0.9017857142857143,0.0,0.5410714285714285,Medium
CTR03067,SUP0306,8.18,Production,2022-08-26,58,delayed,Ballard-Peterson,39,105,1,239,1012,33,0.14103448275862068,1.0,0.25,0.7,High
CTR03068,SUP0470,7.72,Tech Services,2024-09-23,17,delayed,"Peters, Smith and Garcia",15,32,3,125,253,8,0.4541176470588235,0.49107142857142855,0.75,0.5946428571428571,Medium
CTR03075,SUP0484,12.3,Production,2024-03-02,33,delayed,"Lewis, Robinson and Quinn",11,194,4,87,458,15,0.37272727272727274,0.32142857142857145,1.0,0.5928571428571429,Medium
CTR03076,SUP0092,9.43,R&D,2023-05-21,12,delayed,Thompson-Richardson,16,100,2,174,744,24,0.7858333333333333,0.7098214285714286,0.5,0.6258928571428571,Medium
CTR03079,SUP0452,0.49,Production,2022-07-10,31,delayed,Martinez-Morris,36,116,1,217,1059,35,0.015806451612903224,0.9017857142857143,0.25,0.6410714285714285,Medium
CTR03083,SUP0361,2.36,Production,2024-06-24,51,delayed,Alvarez-Silva,46,27,1,166,344,11,0.04627450980392157,0.6741071428571429,0.25,0.5044642857142857,Medium
CTR03089,SUP0038,1.62,Sustainment,2024-08-08,7,delayed,"Young, Wilson and Montgomery",44,20,4,239,299,9,0.23142857142857146,1.0,1.0,1.0,High
CTR03096,SUP0024,2.98,Sustainment,2022-01-17,46,delayed,Allen PLC,36,61,4,231,1233,41,0.06478260869565218,0.9642857142857143,1.0,0.9785714285714285,High
CTR03111,SUP0200,2.83,Tech Services,2022-02-04,33,delayed,Smith-Moss,25,29,4,118,1215,40,0.08575757575757575,0.45982142857142855,1.0,0.6758928571428571,Medium
CTR03128,SUP0229,9.58,R&D,2023-05-22,45,delayed,Smith Ltd,12,149,0,57,743,24,0.21288888888888888,0.1875,0.0,0.11249999999999999,Low
CTR03130,SUP0280,4.31,Sustainment,2021-08-21,43,delayed,"Young, Jefferson and Howell",8,124,0,111,1382,46,0.10023255813953487,0.42857142857142855,0.0,0.2571428571428571,Low
CTR03135,SUP0199,3.64,R&D,2021-01-11,56,delayed,Simpson Inc,35,182,4,60,1604,53,0.065,0.20089285714285715,1.0,0.5205357142857143,Medium
CTR03136,SUP0419,0.9,Sustainment,2023-10-06,21,delayed,"Nixon, Holmes and Vasquez",16,160,4,15,606,20,0.04285714285714286,0.0,1.0,0.4,Medium
CTR03147,SUP0419,4.9,Sustainment,2025-03-30,23,delayed,"Nixon, Holmes and Vasquez",16,160,4,116,65,2,0.21304347826086958,0.45089285714285715,1.0,0.6705357142857142,Medium
CTR03148,SUP0430,0.85,R&D,2022-06-21,32,delayed,Hernandez Inc,7,180,1,49,1078,35,0.0265625,0.15178571428571427,0.25,0.19107142857142856,Low
CTR03150,SUP0386,2.19,R&D,2022-03-03,23,delayed,Odom Group,5,190,3,216,1188,39,0.09521739130434782,0.8973214285714286,0.75,0.8383928571428572,High
CTR03154,SUP0327,8.95,Sustainment,2022-02-26,18,delayed,Cross PLC,8,154,4,218,1193,39,0.4972222222222222,0.90625,1.0,0.94375,High
CTR03157,SUP0070,0.78,Tech Services,2021-01-03,31,delayed,Burton-Lewis,28,191,2,216,1612,53,0.025161290322580646,0.8973214285714286,0.5,0.7383928571428571,High
CTR03172,SUP0473,1.9,Production,2023-01-01,57,delayed,Hunter-Weeks,8,178,0,170,884,29,0.03333333333333333,0.6919642857142857,0.0,0.4151785714285714,Medium
CTR03179,SUP0418,3.71,Sustainment,2022-08-30,43,delayed,Singh Inc,20,11,3,30,1008,33,0.08627906976744186,0.06696428571428571,0.75,0.34017857142857144,Medium
CTR03182,SUP0214,3.38,Sustainment,2024-03-08,35,delayed,"Butler, Henry and Warren",36,174,0,27,452,15,0.09657142857142857,0.05357142857142857,0.0,0.03214285714285714,Low
CTR03185,SUP0325,1.51,Tech Services,2023-08-12,27,delayed,Rice Ltd,21,181,1,114,661,22,0.05592592592592593,0.4419642857142857,0.25,0.36517857142857146,Medium
CTR03187,SUP0307,1.45,Tech Services,2022-04-17,22,delayed,"Sanchez, Thompson and Snyder",4,144,0,114,1143,38,0.0659090909090909,0.4419642857142857,0.0,0.26517857142857143,Low
CTR03190,SUP0079,2.74,Sustainment,2023-11-09,53,delayed,Mason-Schneider,11,134,0,76,572,19,0.05169811320754717,0.27232142857142855,0.0,0.16339285714285712,Low
CTR03199,SUP0327,16.77,R&D,2023-11-30,21,delayed,Cross PLC,8,154,4,101,551,18,0.7985714285714286,0.38392857142857145,1.0,0.6303571428571428,Medium
CTR03206,SUP0258,0.96,Production,2021-02-15,36,delayed,"Baker, Rivera and Green",2,98,3,174,1569,52,0.026666666666666665,0.7098214285714286,0.75,0.7258928571428571,High
CTR03209,SUP0073,1.46,Tech Services,2021-09-26,38,delayed,Gonzalez PLC,14,102,4,81,1346,44,0.038421052631578946,0.29464285714285715,1.0,0.5767857142857143,Medium
CTR03212,SUP0042,0.73,R&D,2021-09-27,23,delayed,Rosario PLC,39,191,1,105,1345,44,0.03173913043478261,0.4017857142857143,0.25,0.3410714285714286,Medium
CTR03214,SUP0481,0.22,Production,2022-11-07,28,delayed,"Weiss, Cortez and Hogan",44,157,2,225,939,31,0.007857142857142858,0.9375,0.5,0.7625,High
CTR03216,SUP0338,3.65,Production,2021-01-20,31,delayed,Peterson-Pacheco,1,64,3,228,1595,53,0.11774193548387096,0.9508928571428571,0.75,0.8705357142857143,High
CTR03222,SUP0258,5.37,Production,2022-10-22,53,delayed,"Baker, Rivera and Green",2,98,3,199,955,31,0.10132075471698114,0.8214285714285714,0.75,0.7928571428571429,High
CTR03232,SUP0099,0.4,Sustainment,2023-07-27,25,delayed,"Gonzalez, Berry and Woods",35,99,3,211,677,22,0.016,0.875,0.75,0.8250000000000001,High
CTR03250,SUP0368,0.16,Tech Services,2021-04-03,25,delayed,Salazar-Gonzalez,33,112,3,129,1522,50,0.0064,0.5089285714285714,0.75,0.6053571428571429,Medium
CTR03251,SUP0208,0.86,Production,2023-02-18,16,delayed,Camacho LLC,49,99,1,33,836,27,0.05375,0.08035714285714286,0.25,0.14821428571428572,Low
CTR03252,SUP0354,0.05,Production,2023-04-27,15,delayed,Bell-Schultz,21,160,2,178,768,25,0.0033333333333333335,0.7276785714285714,0.5,0.6366071428571428,Medium
CTR03277,SUP0084,5.45,Production,2023-06-04,16,delayed,Pitts Group,1,5,0,138,730,24,0.340625,0.5491071428571429,0.0,0.3294642857142857,Medium
CTR03293,SUP0014,0.52,Tech Services,2024-07-07,28,delayed,Morgan LLC,41,153,1,111,331,11,0.018571428571428572,0.42857142857142855,0.25,0.3571428571428571,Medium
CTR03303,SUP0497,0.59,Sustainment,2023-04-16,24,delayed,Murphy Group,7,35,2,41,779,25,0.024583333333333332,0.11607142857142858,0.5,0.2696428571428572,Low
CTR03307,SUP0361,2.92,Production,2023-11-04,37,delayed,Alvarez-Silva,46,27,1,191,577,19,0.07891891891891892,0.7857142857142857,0.25,0.5714285714285714,Medium
CTR03321,SUP0475,1.31,R&D,2022-05-29,22,delayed,"Scott, Shaw and Ibarra",47,4,2,89,1101,36,0.05954545454545455,0.33035714285714285,0.5,0.39821428571428574,Medium
CTR03334,SUP0038,3.66,Production,2024-12-07,32,delayed,"Young, Wilson and Montgomery",44,20,4,37,178,5,0.114375,0.09821428571428571,1.0,0.45892857142857146,Medium
CTR03339,SUP0192,1.35,R&D,2024-07-01,43,delayed,Stanley Inc,5,150,2,175,337,11,0.031395348837209305,0.7142857142857143,0.5,0.6285714285714286,Medium
CTR03341,SUP0290,8.03,Production,2024-08-03,24,delayed,Avery-White,44,146,4,55,304,10,0.3345833333333333,0.17857142857142858,1.0,0.5071428571428571,Medium
CTR03343,SUP0112,2.06,R&D,2020-05-16,9,delayed,Williams Group,36,127,1,70,1844,61,0.2288888888888889,0.24553571428571427,0.25,0.24732142857142855,Low
CTR03346,SUP0222,2.7,Sustainment,2020-06-29,27,delayed,"Miller, Campbell and Johnson",27,21,1,171,1800,60,0.1,0.6964285714285714,0.25,0.5178571428571428,Medium
CTR03351,SUP0196,0.1,Sustainment,2022-12-02,39,delayed,Russo PLC,1,195,1,207,914,30,0.002564102564102564,0.8571428571428571,0.25,0.6142857142857142,Medium
CTR03354,SUP0353,0.87,Production,2020-10-08,16,delayed,"Lee, Love and Patterson",12,151,1,160,1699,56,0.054375,0.6473214285714286,0.25,0.4883928571428572,Medium
CTR03358,SUP0445,1.34,Sustainment,2025-02-07,26,delayed,Hamilton-Dougherty,44,47,0,224,116,3,0.05153846153846154,0.9330357142857143,0.0,0.5598214285714286,Medium
CTR03364,SUP0477,2.19,R&D,2023-10-13,13,delayed,Rosales-Walker,13,113,4,20,599,19,0.16846153846153847,0.022321428571428572,1.0,0.4133928571428572,Medium
CTR03370,SUP0080,0.15,Sustainment,2023-11-15,46,delayed,Roberts PLC,24,188,3,194,566,18,0.003260869565217391,0.7991071428571429,0.75,0.7794642857142857,High
CTR03394,SUP0318,0.93,Sustainment,2022-10-17,49,delayed,Gibson-Mills,28,95,4,236,960,32,0.018979591836734696,0.9866071428571429,1.0,0.9919642857142857,High
CTR03395,SUP0064,0.83,Sustainment,2024-02-07,6,delayed,Mclean-Harmon,24,175,1,210,482,16,0.13833333333333334,0.8705357142857143,0.25,0.6223214285714286,Medium
CTR03396,SUP0028,6.81,Sustainment,2023-07-31,8,delayed,"Flores, Walker and Lynch",45,59,4,46,673,22,0.85125,0.13839285714285715,1.0,0.4830357142857143,Medium
CTR03399,SUP0101,0.5,Production,2024-09-30,36,delayed,Cook PLC,32,7,3,24,246,8,0.013888888888888888,0.04017857142857143,0.75,0.3241071428571429,Medium
CTR03406,SUP0099,2.15,Tech Services,2023-11-12,33,delayed,"Gonzalez, Berry and Woods",35,99,3,23,569,18,0.06515151515151515,0.03571428571428571,0.75,0.32142857142857145,Medium
CTR03408,SUP0186,1.27,R&D,2025-03-21,9,delayed,Mccoy LLC,23,16,4,83,74,2,0.1411111111111111,0.30357142857142855,1.0,0.5821428571428572,Medium
CTR03429,SUP0220,6.2,Sustainment,2024-03-25,55,delayed,Estrada-Mccormick,6,139,2,113,435,14,0.11272727272727273,0.4375,0.5,0.4625,Medium
CTR03433,SUP0354,1.15,Production,2021-05-18,50,delayed,Bell-Schultz,21,160,2,210,1477,49,0.023,0.8705357142857143,0.5,0.7223214285714286,High
CTR03442,SUP0318,10.27,Tech Services,2020-08-20,52,delayed,Gibson-Mills,28,95,4,117,1748,58,0.19749999999999998,0.45535714285714285,1.0,0.6732142857142858,Medium
CTR03444,SUP0221,1.32,Tech Services,2024-12-27,50,delayed,Green Group,39,147,4,239,158,5,0.0264,1.0,1.0,1.0,High
CTR03447,SUP0164,1.58,Production,2024-05-25,11,delayed,Ryan-Williams,36,160,1,116,374,12,0.14363636363636365,0.45089285714285715,0.25,0.3705357142857143,Medium
CTR03452,SUP0342,2.92,Sustainment,2021-01-29,44,delayed,"Herring, Brown and Young",44,117,3,22,1586,52,0.06636363636363636,0.03125,0.75,0.31875000000000003,Medium
CTR03454,SUP0374,0.5,R&D,2023-02-23,39,delayed,"Shah, Watson and Smith",3,186,4,191,831,27,0.01282051282051282,0.7857142857142857,1.0,0.8714285714285714,High
CTR03456,SUP0100,0.76,Tech Services,2022-09-02,12,delayed,Baker Ltd,12,100,3,166,1005,33,0.06333333333333334,0.6741071428571429,0.75,0.7044642857142858,High
CTR03462,SUP0137,1.05,Production,2024-04-06,21,delayed,Brooks-Callahan,30,116,1,33,423,14,0.05,0.08035714285714286,0.25,0.14821428571428572,Low
CTR03480,SUP0291,1.23,R&D,2020-07-20,44,delayed,"Hinton, Jones and Kent",9,11,2,153,1779,59,0.027954545454545454,0.6160714285714286,0.5,0.5696428571428571,Medium
CTR03483,SUP0135,4.63,R&D,2022-08-02,49,delayed,Estrada-Edwards,48,95,4,184,1036,34,0.09448979591836734,0.7544642857142857,1.0,0.8526785714285714,High
CTR03491,SUP0268,5.68,Production,2022-03-26,54,delayed,Lewis LLC,28,128,0,75,1165,38,0.10518518518518517,0.26785714285714285,0.0,0.1607142857142857,Low
CTR03494,SUP0145,1.48,Tech Services,2020-05-13,22,delayed,"Ibarra, White and Martinez",26,129,4,100,1847,61,0.06727272727272728,0.3794642857142857,1.0,0.6276785714285714,Medium
CTR03496,SUP0153,1.31,Production,2021-07-13,57,delayed,Jackson and Sons,24,189,3,49,1421,47,0.02298245614035088,0.15178571428571427,0.75,0.3910714285714286,Medium
CTR03499,SUP0472,3.66,Tech Services,2024-06-11,13,delayed,Marshall PLC,11,123,0,227,357,11,0.28153846153846157,0.9464285714285714,0.0,0.5678571428571428,Medium
CTR03502,SUP0414,0.53,Tech Services,2024-02-07,59,delayed,"Johnson, Lucas and Harrison",2,127,4,231,482,16,0.008983050847457628,0.9642857142857143,1.0,0.9785714285714285,High
CTR03509,SUP0490,0.12,Production,2024-12-26,40,delayed,Smith LLC,7,136,1,15,159,5,0.003,0.0,0.25,0.1,Low
CTR03510,SUP0184,16.03,R&D,2021-06-24,8,delayed,"Brown, Murphy and Terry",28,0,0,149,1440,48,2.00375,0.5982142857142857,0.0,0.35892857142857143,Medium
CTR03526,SUP0259,2.43,R&D,2024-05-05,37,delayed,Alvarez-Kennedy,39,114,4,185,394,13,0.06567567567567568,0.7589285714285714,1.0,0.8553571428571428,High
CTR03533,SUP0425,3.24,Sustainment,2025-05-06,21,delayed,Sanchez-Patrick,8,143,4,69,28,0,0.1542857142857143,0.24107142857142858,1.0,0.5446428571428572,Medium
CTR03537,SUP0398,2.37,R&D,2021-09-20,52,delayed,"Norton, Morris and Edwards",40,66,3,35,1352,45,0.04557692307692308,0.08928571428571429,0.75,0.3535714285714286,Medium
CTR03553,SUP0025,0.02,R&D,2025-02-12,29,delayed,Preston LLC,35,115,4,65,111,3,0.0006896551724137932,0.22321428571428573,1.0,0.5339285714285714,Medium
CTR03568,SUP0202,0.42,Production,2022-05-20,19,delayed,Wallace and Sons,10,31,0,114,1110,37,0.022105263157894735,0.4419642857142857,0.0,0.26517857142857143,Low
CTR03570,SUP0353,0.71,Sustainment,2021-09-04,55,delayed,"Lee, Love and Patterson",12,151,1,22,1368,45,0.012909090909090908,0.03125,0.25,0.11875000000000001,Low
CTR03571,SUP0024,3.16,R&D,2025-03-07,32,delayed,Allen PLC,36,61,4,82,88,2,0.09875,0.29910714285714285,1.0,0.5794642857142858,Medium
CTR03573,SUP0099,0.47,Tech Services,2022-01-11,57,delayed,"Gonzalez, Berry and Woods",35,99,3,121,1239,41,0.00824561403508772,0.4732142857142857,0.75,0.5839285714285715,Medium
CTR03579,SUP0323,5.26,Sustainment,2024-08-28,58,delayed,Hardy Group,33,89,0,81,279,9,0.09068965517241379,0.29464285714285715,0.0,0.1767857142857143,Low
CTR03587,SUP0325,3.14,R&D,2024-05-18,21,delayed,Rice Ltd,21,181,1,213,381,12,0.14952380952380953,0.8839285714285714,0.25,0.6303571428571428,Medium
CTR03588,SUP0334,0.63,Tech Services,2022-11-06,59,delayed,"Mitchell, Perez and Brown",32,151,2,206,940,31,0.010677966101694915,0.8526785714285714,0.5,0.7116071428571429,High
CTR03596,SUP0224,0.57,R&D,2024-01-06,44,delayed,Armstrong PLC,2,95,1,15,514,17,0.012954545454545453,0.0,0.25,0.1,Low
CTR03601,SUP0455,18.16,R&D,2021-09-24,27,delayed,"Fleming, Velasquez and Henderson",16,98,2,200,1348,44,0.6725925925925926,0.8258928571428571,0.5,0.6955357142857143,Medium
CTR03603,SUP0227,1.29,R&D,2023-12-31,57,delayed,Alvarez Inc,26,123,2,15,520,17,0.022631578947368423,0.0,0.5,0.2,Low
CTR03618,SUP0155,0.48,Tech Services,2022-03-19,56,delayed,Hensley Group,37,189,2,102,1172,39,0.008571428571428572,0.38839285714285715,0.5,0.4330357142857143,Medium
CTR03621,SUP0471,9.03,R&D,2021-07-07,55,delayed,Bowen Inc,45,0,0,211,1427,47,0.16418181818181818,0.875,0.0,0.525,Medium
CTR03626,SUP0259,3.62,R&D,2021-01-05,45,delayed,Alvarez-Kennedy,39,114,4,106,1610,53,0.08044444444444444,0.40625,1.0,0.64375,Medium
CTR03627,SUP0381,1.19,Production,2021-10-12,7,delayed,James-Malone,33,23,3,32,1330,44,0.16999999999999998,0.07589285714285714,0.75,0.34553571428571433,Medium
CTR03629,SUP0191,7.76,Sustainment,2020-10-09,53,delayed,"Luna, Lee and Walker",15,12,0,102,1698,56,0.14641509433962263,0.38839285714285715,0.0,0.2330357142857143,Low
CTR03642,SUP0430,3.84,Sustainment,2021-01-02,41,delayed,Hernandez Inc,7,180,1,187,1613,53,0.09365853658536585,0.7678571428571429,0.25,0.5607142857142857,Medium
CTR03654,SUP0093,7.77,Tech Services,2021-09-13,57,delayed,"Walker, Rose and Rhodes",49,157,0,87,1359,45,0.1363157894736842,0.32142857142857145,0.0,0.19285714285714287,Low
CTR03660,SUP0135,6.87,Sustainment,2021-02-16,58,delayed,Estrada-Edwards,48,95,4,175,1568,52,0.11844827586206896,0.7142857142857143,1.0,0.8285714285714285,High
CTR03662,SUP0049,4.15,Tech Services,2023-09-19,32,delayed,"Jones, Armstrong and Calderon",47,47,4,239,623,20,0.1296875,1.0,1.0,1.0,High
CTR03669,SUP0470,5.71,Production,2021-01-27,40,delayed,"Peters, Smith and Garcia",15,32,3,210,1588,52,0.14275,0.8705357142857143,0.75,0.8223214285714286,High
CTR03673,SUP0419,5.3,Production,2024-11-07,47,delayed,"Nixon, Holmes and Vasquez",16,160,4,42,208,6,0.1127659574468085,0.12053571428571429,1.0,0.47232142857142856,Medium
CTR03680,SUP0376,0.9,Tech Services,2022-12-01,21,delayed,Martin-Williams,25,56,0,101,915,30,0.04285714285714286,0.38392857142857145,0.0,0.23035714285714287,Low
CTR03689,SUP0040,12.98,R&D,2021-10-22,52,delayed,Rodriguez-Pace,35,97,1,67,1320,44,0.24961538461538463,0.23214285714285715,0.25,0.2392857142857143,Low
CTR03691,SUP0165,0.24,R&D,2023-10-09,12,delayed,Zuniga and Sons,20,29,0,238,603,20,0.02,0.9955357142857143,0.0,0.5973214285714286,Medium
CTR03694,SUP0342,9.44,Tech Services,2023-04-09,18,delayed,"Herring, Brown and Young",44,117,3,58,786,26,0.5244444444444444,0.19196428571428573,0.75,0.4151785714285715,Medium
CTR03697,SUP0367,1.78,Production,2022-01-04,43,delayed,Garcia Ltd,23,156,4,94,1246,41,0.0413953488372093,0.35267857142857145,1.0,0.6116071428571429,Medium
CTR03701,SUP0211,13.21,Sustainment,2022-06-20,34,delayed,Jackson Inc,11,128,3,197,1079,35,0.3885294117647059,0.8125,0.75,0.7875000000000001,High
CTR03713,SUP0230,4.61,Sustainment,2021-10-11,34,delayed,Morales-Orr,29,67,2,50,1331,44,0.13558823529411765,0.15625,0.5,0.29375,Low
CTR03714,SUP0335,9.02,Sustainment,2024-02-26,7,delayed,Brown-Pruitt,29,28,4,48,463,15,1.2885714285714285,0.14732142857142858,1.0,0.4883928571428572,Medium
CTR03717,SUP0369,1.26,R&D,2020-12-06,55,delayed,Krueger-Davila,42,121,0,102,1640,54,0.02290909090909091,0.38839285714285715,0.0,0.2330357142857143,Low
CTR03718,SUP0018,11.89,Production,2021-08-08,50,delayed,Norris-Parker,14,85,4,160,1395,46,0.2378,0.6473214285714286,1.0,0.7883928571428571,High
CTR03724,SUP0163,2.8,Production,2022-10-09,42,delayed,Cameron LLC,4,57,2,30,968,32,0.06666666666666667,0.06696428571428571,0.5,0.24017857142857144,Low
CTR03726,SUP0205,1.34,Production,2022-01-30,32,delayed,Brown-Hays,24,19,1,179,1220,40,0.041875,0.7321428571428571,0.25,0.5392857142857143,Medium
CTR03732,SUP0141,0.64,Sustainment,2021-05-31,24,delayed,Bridges Group,33,190,2,55,1464,48,0.02666666666666667,0.17857142857142858,0.5,0.30714285714285716,Medium
CTR03737,SUP0042,9.91,Tech Services,2020-12-29,12,delayed,Rosario PLC,39,191,1,22,1617,53,0.8258333333333333,0.03125,0.25,0.11875000000000001,Low
CTR03738,SUP0062,7.21,Sustainment,2025-02-07,49,delayed,"Melton, Murphy and Buckley",24,179,4,230,116,3,0.14714285714285713,0.9598214285714286,1.0,0.9758928571428571,High
CTR03739,SUP0245,2.11,R&D,2020-05-18,47,delayed,Cox LLC,25,116,3,226,1842,61,0.044893617021276595,0.9419642857142857,0.75,0.8651785714285715,High
CTR03744,SUP0219,2.14,Production,2025-02-25,41,delayed,Stephenson-Mejia,35,59,1,98,98,3,0.05219512195121952,0.3705357142857143,0.25,0.3223214285714286,Medium
CTR03747,SUP0306,1.88,Sustainment,2023-12-24,30,delayed,Ballard-Peterson,39,105,1,82,527,17,0.06266666666666666,0.29910714285714285,0.25,0.2794642857142857,Low
CTR03757,SUP0187,0.62,Production,2023-10-26,55,delayed,Ramos-Anderson,9,16,3,212,586,19,0.011272727272727273,0.8794642857142857,0.75,0.8276785714285715,High
CTR03758,SUP0393,3.94,R&D,2023-08-21,26,delayed,"Johnson, Hartman and Gibbs",6,42,2,81,652,21,0.15153846153846154,0.29464285714285715,0.5,0.3767857142857143,Medium
CTR03765,SUP0345,0.36,R&D,2025-03-28,14,delayed,Reeves PLC,28,125,4,160,67,2,0.025714285714285714,0.6473214285714286,1.0,0.7883928571428571,High
CTR03767,SUP0307,1.03,Tech Services,2023-08-27,35,delayed,"Sanchez, Thompson and Snyder",4,144,0,125,646,21,0.02942857142857143,0.49107142857142855,0.0,0.2946428571428571,Low
CTR03768,SUP0271,1.23,Sustainment,2021-05-26,27,delayed,Howard-Mckee,1,68,2,32,1469,48,0.04555555555555556,0.07589285714285714,0.5,0.2455357142857143,Low
CTR03772,SUP0086,0.56,Tech Services,2022-03-04,22,delayed,Watson-Tanner,7,92,1,49,1187,39,0.025454545454545455,0.15178571428571427,0.25,0.19107142857142856,Low
CTR03787,SUP0060,1.56,Production,2020-12-18,31,delayed,Quinn PLC,18,103,3,40,1628,54,0.05032258064516129,0.11160714285714286,0.75,0.36696428571428574,Medium
